thread_id,user_id,time,date,title,opinion
1747840,50060,2019-11-23 19:40:07,2019-11-23,投票日 唔戴口罩 唔著黑衫 溫和忍耐 唔受挑釁 不投建制 不投白票,2
1747827,65027,2019-11-23 19:35:21,2019-11-23,白票撚 我屌你老母臭閪,2
1747825,306337,2019-11-23 19:35:15,2019-11-23,我係白票撚 我有嘢想講,2
1747822,270292,2019-11-23 19:34:32,2019-11-23,唔投票，投白票，投建制，射落海，我屌晒你哋老母,2
1747818,37596,2019-11-23 19:32:13,2019-11-23,"唔投票/投白票/投保皇個d,唔該去死去嘅義士墳前解釋",2
1747747,10905,2019-11-23 19:02:07,2019-11-23,泛民都唔割你地 你地投白票投建制同割𥱊有咩分別,2
1747712,53524,2019-11-23 18:44:50,2019-11-23,呢刻叫你投白票/賣港賊既人 永久block一定無死錯人,2
1747689,221265,2019-11-23 18:31:30,2019-11-23,大話講100次會洗到腦 公投前夕要團結 小心不投撚白票撚投建制撚,2
1747678,335874,2019-11-23 18:27:28,2019-11-23,投泛民又冇損失，點解要投白票,2
1747675,10717,2019-11-23 18:26:36,2019-11-23,正式宣布，叫人寧投白票都唔投泛民既都係鬼，全部即block,2
1747655,3302,2019-11-23 18:18:16,2019-11-23,有冇人可以整個投白票弱智仔名單,2
1747653,273619,2019-11-23 18:18:06,2019-11-23,唔好投白票，堅持投建制對家！,2
1747635,68310,2019-11-23 18:10:26,2019-11-23,投白票係乜撚野心態？屌你老母,2
1747498,224570,2019-11-23 16:50:59,2019-11-23,（正視聽）入黎等我話你知點解唔可以投白票,2
1747494,288523,2019-11-23 16:48:16,2019-11-23,【你點對得住死去的手足？】投白票/建制？傻的嗎？,2
1747490,195193,2019-11-23 16:45:03,2019-11-23,有心投白票/含淚投/覺得區選唔重要既入一入黎,2
1747477,260744,2019-11-23 16:37:23,2019-11-23,投白票，廢票， 投對家正仆街,2
1747472,281492,2019-11-23 16:33:45,2019-11-23,千祈唔好投廢票/白票/得泛民又唔投,2
1747438,86907,2019-11-23 16:13:19,2019-11-23,叫人唔投票...投白票一定係鬼...講完,2
1747436,299944,2019-11-23 16:11:27,2019-11-23,投白票=唔信任政府,2
1747415,27451,2019-11-23 16:01:44,2019-11-23,屌鳩你，隱性五毛同白票撚根本就係藍屍狗想保皇黨大勝。,2
1747374,203298,2019-11-23 15:44:12,2019-11-23,投白票？你地對唔對得住周梓樂？對唔對得住5個月來既受害者？,2
1747350,321803,2019-11-23 15:32:38,2019-11-23,警世: 含淚投白票果班仆街將會全票投民賤聯,2
1747327,180880,2019-11-23 15:21:04,2019-11-23,你班連登仔個個上黎叫人唔好投白票，其實有冇諗過更進一步？,2
1747279,154054,2019-11-23 15:00:42,2019-11-23,我正式宣布：叫人投白票既全部係五毛,2
1747269,50457,2019-11-23 14:54:33,2019-11-23,白票五毛空群而出,2
1747245,154054,2019-11-23 14:42:41,2019-11-23,香港人，不投白票！,2
1747203,157597,2019-11-23 14:21:13,2019-11-23,[白票/廢票/唔投]求下你地用手上嘅一票替已犧牲/未成年嘅手足投票,2
1747156,10080,2019-11-23 13:51:14,2019-11-23,睇下如果你地投白票最後建制贏左既話你地會點,2
1747132,60831,2019-11-23 13:39:27,2019-11-23,全世界都睇住個選舉結果，要幾撚戇鳩先會投白票????,2
1747125,327469,2019-11-23 13:35:03,2019-11-23,宜家仲比人呃9去投白票，屌泛民，香港真係食得屎啦！,2
1747123,154054,2019-11-23 13:33:31,2019-11-23,唔好投白票！唔好投白票！唔好投白票！,2
1746998,6506,2019-11-23 12:18:47,2019-11-23,拒絕白票！！多你一個真係多好多,2
1746858,63154,2019-11-23 10:58:30,2019-11-23,投白票同絕食一樣咁on9,2
1746761,17510,2019-11-23 09:52:32,2019-11-23,白票撚入一入黎,2
1746698,72009,2019-11-23 08:53:27,2019-11-23,共產黨奪天下都聯合過國民黨 唔明Ｄ白票派想法,2
1746680,81150,2019-11-23 08:30:17,2019-11-23,投建制對家 唔白票唔廢票 ！！！！,2
1746522,316410,2019-11-23 02:52:56,2019-11-23,投票呀！投你老母白票,2
1746271,143564,2019-11-23 00:11:30,2019-11-23,話投建制/白票肯定係五毛mon po 狗,2
1748308,182081,2019-11-23 23:16:43,2019-11-23,"呢個制度好唔公平, 警察有槍有OT錢, 我唔玩呢個遊戲唔示威唔勇武要投白票",0
1748294,134071,2019-11-23 23:10:22,2019-11-23,"共和黨Solomon Yue: 香港人如「投白票」, 將鑄成大錯",0
1748226,161374,2019-11-23 22:32:54,2019-11-23,建議：叫人唔好投票/投白票嘅人，下次要出黎參選，解決你地所講2舊屎無得㨂嘅問題,0
1748179,127575,2019-11-23 22:09:49,2019-11-23,小心POPO + 白票撚 分化 !!!,0
1748155,29994,2019-11-23 21:57:41,2019-11-23,唔好再屌人投白票/廢票/唔投票,0
1748131,62226,2019-11-23 21:49:55,2019-11-23,唔理你投民主/素人/建制/獨立/白票/廢票，總之聽日唔好喺票站用電話同影相,0
1748093,45772,2019-11-23 21:33:12,2019-11-23,一句講晒，投泛民定白票都唔割，都係手足,0
1747957,89160,2019-11-23 20:34:08,2019-11-23,認清區選現實 停止攻擊白票撚,0
1747910,332362,2019-11-23 20:09:40,2019-11-23,"白票 = ""建制任剔票""",0
1747835,104263,2019-11-23 19:37:29,2019-11-23,投票順序：本土→販民→白票,0
1747674,256330,2019-11-23 18:26:36,2019-11-23,白票廢票=投建制,0
1747627,133412,2019-11-23 18:05:54,2019-11-23,10號白票射落人血饅頭訊號將會懸掛,0
1747624,241151,2019-11-23 18:05:32,2019-11-23,泛民話投白票等於益咗建制派，咁泛民平日係議會既表現呢…d棄權票er......,0
1747439,66697,2019-11-23 16:14:11,2019-11-23,楊岳橋以身作則，提醒大家唔好投白票！,0
1747331,11919,2019-11-23 15:22:58,2019-11-23,多謝支持建制 黃絲們請投下你神聖嘅白票,0
1747322,269706,2019-11-23 15:19:22,2019-11-23,唔投票=投白票=益左民建聯=支持黑警,0
1747278,298233,2019-11-23 14:59:32,2019-11-23,投白票/不投票=支持建制,0
1747090,109245,2019-11-23 13:10:42,2019-11-23,白票焦土撚突然出哂黎!!!!!!,0
1746997,291835,2019-11-23 12:16:43,2019-11-23,"投建制,白票 = 攬炒 ??",0
1746789,78768,2019-11-23 10:20:09,2019-11-23,陳雲：有本土投本土。投白票是0懲罰敵人，投建制是加倍懲罰敵人。,0
1746679,69924,2019-11-23 08:29:48,2019-11-23,投白票 侵會否決民權法,0
1746376,179775,2019-11-23 01:18:49,2019-11-23,投白票或唔投！？諗下到時何君妖個鳩屎樣...反問你民主麻聽大多數話啦止暴制亂,0
1747241,51615,2019-11-23 14:40:42,2019-11-23,泛民？no way啦，射落海白票都唔俾呢班人,1
1746196,244636,2019-11-22 23:31:32,2019-11-22,撐建制 = 撐警 ！ 不要投白票！,2
1746019,53062,2019-11-22 22:00:18,2019-11-22,BoA、賓科，求下你們收手，唔好再叫人投白票,2
1745967,27451,2019-11-22 21:31:09,2019-11-22,點拆保王狗兵團～老人院/廢老掌心雷被投票，種票一屋10幾姓，隱性五毛洗版叫人投白票射落海。,2
1745914,294,2019-11-22 20:57:29,2019-11-22,"唔好再理分化po, 總之泛民 >>> 熱狗 >>> 白票 >>> 建制",2
1745707,124045,2019-11-22 18:57:12,2019-11-22,（投票策略）白票撚/射落海撚入一入黎,2
1745705,117989,2019-11-22 18:55:45,2019-11-22,喺無民主嘅香港玩民主國家嘅投白票並不明智,2
1745630,302739,2019-11-22 18:15:15,2019-11-22,連登全體認同：本土>民主>>>>>>>>白票=左膠=熱普城>>>>>>>>>>>>>>>建制,2
1745592,291656,2019-11-22 17:57:34,2019-11-22,[連登聲明]一票不投建制假獨立白票，會於730準時排隊。,2
1745541,322937,2019-11-22 17:21:20,2019-11-22,麻煩諗住投白票 咩焦土果班人 諗下班手足,2
1745485,335967,2019-11-22 16:47:24,2019-11-22,台灣人話你知點解唔可以投白票,2
1745469,40493,2019-11-22 16:36:09,2019-11-22,咪投白票，睇清楚自己嗰區投邊個!,2
1745273,37722,2019-11-22 14:41:12,2019-11-22,選舉造假；投白票；投黎都無用架啦,2
1745205,133412,2019-11-22 14:00:28,2019-11-22,黑色警告：白票撚射海撚全面進場,2
1745096,163174,2019-11-22 13:06:25,2019-11-22,投白票嘅唔好話自己企喺雞蛋嗰邊,2
1745038,40493,2019-11-22 12:36:31,2019-11-22,咪咁戇鳩投白票！,2
1744991,58998,2019-11-22 12:14:28,2019-11-22,得罪講，叫人投白票/建制嗰啲唔係蠢到仆街就係鬼,2
1744771,53675,2019-11-22 09:55:57,2019-11-22,大家要記住 投白票=放生建制保皇狗,2
1744498,335157,2019-11-22 02:18:46,2019-11-22,以後投白票=五毛 分化區選撚等天收,2
1746155,96743,2019-11-22 23:11:23,2019-11-22,棄票/白票撚不如一齊投民建聯啦,0
1746047,333912,2019-11-22 22:18:00,2019-11-22,想問下白票黨既論述係咩野,0
1745611,323540,2019-11-22 18:06:57,2019-11-22,想問白票黨有咩對策？,0
1745602,280305,2019-11-22 18:02:11,2019-11-22,高登有班高唱支持投建制攬炒白票黨其實係乜嘢人？,0
1745537,310914,2019-11-22 17:17:14,2019-11-22,［警世］投白票咪即係益建制,0
1745479,5205,2019-11-22 16:42:15,2019-11-22,投白票個班點解唔日日燒議會？,0
1744784,112748,2019-11-22 10:06:45,2019-11-22,大吹叫人投白票既OIC親子丼,0
1744928,19552,2019-11-22 11:37:53,2019-11-22,有冇手足會跟熱血公民投白票/保皇黨,1
1744233,297639,2019-11-21 23:17:06,2019-11-21,邊個再話投白票 個個就係鬼,2
1743888,230104,2019-11-21 20:09:10,2019-11-21,如果今屆都投白票、唔投票既，唔好再講自己點付出,2
1743228,116033,2019-11-21 14:12:51,2019-11-21,邊個叫人投白票邊個就係鬼,2
1743192,14460,2019-11-21 13:56:02,2019-11-21,贏左建制先好諗白票,2
1743157,291656,2019-11-21 13:44:25,2019-11-21,[正視聽]連登宣布區選只投泛民，不投白票及建制。,2
1743062,267172,2019-11-21 12:53:26,2019-11-21,區選諗住投白票/廢票嘅人不妨睇睇,2
1742859,43327,2019-11-21 11:17:01,2019-11-21,血債係冇得票償既，但區選係一條要建制輸到含家產，香港人光復重奪地區話語權既戰線，勿痴線聽風向投白票/𠝹票,2
1740595,273703,2019-11-20 11:50:17,2019-11-21,血債係無得票償既，但區選要贏係因為我地要重奪地區既戰線，勿痴線聽風向撚投白票廢票,2
1744249,47834,2019-11-21 23:23:14,2019-11-21,白票=建制贏,0
1744230,47834,2019-11-21 23:16:06,2019-11-21,白票=建制贏,0
1743306,13594,2019-11-21 14:44:02,2019-11-21,投白票=俾建制入=投建制,0
1743217,50457,2019-11-21 14:09:22,2019-11-21,（紅色五毛警告！）一到選舉 白票棄投的五毛出晒嚟,0
1743180,28563,2019-11-21 13:51:49,2019-11-21,今期對家文宣 - 屌泛民、投白票,0
1743132,43327,2019-11-21 13:34:50,2019-11-21,[百屌成才] 建制「止暴制亂」失敗，投白票 / 投建制對家比返壓力建制！,1
1739555,63045,2019-11-19 23:29:30,2019-11-19,靜啦五毛，唔投泛民都唔會投保皇狗/白票，慳啲啦屌你老母,2
1736756,99124,2019-11-19 03:40:27,2019-11-19,唔好比人帶風向投白票,2
1730582,336615,2019-11-17 22:04:12,2019-11-17,請泛民議員聯合行動，拯救理大受困學生及市民，否則我等將於區選投白票，在制度外另覓生路。,1
1726294,173849,2019-11-16 13:49:46,2019-11-16,［區選分化藍絲］連儂開花：止暴制亂大失敗，白票建制候選人洩憤,1
