thread_id,user_id,msg_id,time,msg
1750796,124161,125,2019-11-24 22:53:28,我老母本身話一藍一黃揀唔落手想白票，結果我同佢講選咗個藍既出嚟佢啲錢就會用晒係大白象到，結果佢之後話投左落黃到#hehe#pig
1750939,287048,8,2019-11-24 22:52:39,就算我哋幾憎熱狗，當熱狗單挑建制派，我哋都會勸投熱狗但掉調返轉呢？你竟然勸投白票投建制？
1750417,34378,278,2019-11-24 22:50:26,有權利但係冇行使過嘅人都要屌投白票只係一種表態但係實際同冇投過冇分別再講其實區議會真係好難得無人可以自動當選我覺得你唔珍惜呢個機會真係浪費之極
1750417,25168,276,2019-11-24 22:48:21,投白票
1750879,45753,223,2019-11-24 22:47:48,下 成個連登都係屌票wo  投白票係鬼 分化撚#haha#dog#haha#dog#haha#dog
1750654,31892,148,2019-11-24 22:45:42,上次係咁叫人投白票喎#ng#
1750939,239696,1,2019-11-24 22:44:31,叫泛民立法會辭5件搞5區公投，而家區議會正正係5區公投，屌你老母叫人投白票建制，on撚柒鳩。屌你立法會辭完5件，都係5件泛民比人選啦，到時你班熱狗又叫人投白票建制? 道理都講唔通。屌你老母臭系熱狗利申：得熱狗既區都會叫朋友含淚投
1750417,268856,269,2019-11-24 22:40:35,咁如果投白票你屌唔屌？
1750615,53127,156,2019-11-24 22:37:08,熱狗班7 頭係屋企攬鬼妹出黎屌票，仲叫人投白票都唔好投泛民，傻撚左呀條撚樣
1750879,321123,67,2019-11-24 22:33:50,熱狗咁樣屌泛民就唔岩 大局為重仲要人投白票
1750844,9747,12,2019-11-24 22:27:20,叫人投白票既撚樣實有報應:)
1750872,128640,1,2019-11-24 22:22:50,和理非泛民其實冇野輸15年都係咁輸啦架最多未齊齊做返港豬#:)#dog基本上區選一輸被出賣既就係前線勇武失去民意 變哂真暴徙多謝熱狗投白票投建制#touch#dog
1750844,128640,5,2019-11-24 22:18:37,和理非泛民其實冇野輸15年都係咁輸啦架  最多未齊齊做返港豬#:)#dog基本上區選一輸被出賣既就係前線勇武變哂真暴徙多謝熱狗投白票投建制#touch#dog
1750615,117059,124,2019-11-24 22:16:05,真係覺得自己揸住販民個春袋咩？又要用「含撚」「綁死」呢啲字眼即係你都知販民柒得濟幫唔撚落本土派唔撚投、投白票都唔代表會過畀你販民Anyway如果輸咗搵嘢賴總係開心嘅邊區輸咪話本土派出嚟搞事，一日都係熱狗衰樂翠咪又咁lor販民式民主就係咁，不停強調體制內抗爭淨係識用前線嘅死士形象做選舉工程人血饅頭食得津津有味之前就poly前poly後 而家就區選前區選後叫香港愚民投個票買贖罪卷明知體制崩壞，都堅持體制內抗爭永續香港慘況，下次記得再投票屌你老母莫乃光個五大訴求連終極目標「真普選」都唔夠膽寫呀，前線中槍被捕咩都齊所以要投販民？無撚嘢呀？手足前手足後都係得個講字，人命嚟㗎幾個月前，入咗立法會就象徵體制崩壞人民唔再信任呢一套，跟住幾個月又返嚟體制究竟做緊咩？已經唔記得梁耀忠個一幕啦咩？今日含完撚，他日區會/立法會販民又投白票、出賣前線，唔好喊，係大家今日選擇幫販民含，幫佢哋永續社運香港要嘅係反對派本土派，唔撚係鳩做嘅販民記住點解要係街頭抗爭，係因為販民無能「是你教我和平是沒有用的」呢句唔係口號嚟論述唔係得個講，係要做
1750481,45761,253,2019-11-24 22:15:20,杯葛/白票根本就係on9行為就算投票率低認受性低咁又點？共產黨睇民意架咩？佢地睇社會上呢d關鍵位置既控制範圍之嘛踢走親共保皇係其中一個減低共產黨控制力既手段仲要係唔洗成本既，咁都唔做仲話要抗爭抗共笑死人咩:o)
1750654,50972,120,2019-11-24 22:13:09,15年係屌票 白票 界票高峰期同而家情況差好遠
1750686,171611,687,2019-11-24 22:10:04,投白票果班仆街，點對得住呢5個月死去既手足
1750717,280724,17,2019-11-24 22:09:12,唉。。。我問倒自己圈子有人投左白票同有frd個frd唔去投呀。。。如果輸左少少我真係面對唔倒想投無得投嘅人打生打死呢啲仆街仲玩為啖氣
1750686,191155,683,2019-11-24 22:08:35,仲有好多年輕人投白票，個d先含家產
1750615,177243,90,2019-11-24 22:05:06,白票撚同杯葛撚都係食屎狗
1750615,125470,89,2019-11-24 22:04:22,真 投白票都好過唔投
1750492,27780,439,2019-11-24 21:57:51,我開頭都好嬲佢哋不停宣揚叫人一齊投白票/廢票但，諗深一層，或者保皇贏咗，香港人先會真正意識到我哋距離成功仲有好遠。（身邊有好多人以為只要區選係泛民佔多數，就等於能夠贏番香港）或者係...破釜沉舟？:-(:-(我都係亂諗吓...唉，始終我就唔相信呢個選舉，更唔相信所謂嘅「贏」
1750481,48947,218,2019-11-24 21:54:33,白票棄票撚真係好撚戇鳩
1750717,20362,13,2019-11-24 21:51:51,今日班白票撚已經唔撚見晒你知咩事啦
1750417,268856,203,2019-11-24 21:49:21,我自己咁睇啦唔投係因為唔認同個選舉投白票係因為冇嘢搞兄弟爬山 各有各做啦 我只會當區選係抗爭其中一個方式 一個和理非活動btw 大家記得去監票 + 國際線宣傳種票
1750802,65139,1,2019-11-24 21:46:20,"[b][red][size=5]18 九月 2016[/size=5][/red][/b]FactWire傳真社向不同政黨及市民收集票站數據，從571個票站收集了其中六分之一共96個票站的資料，發現最少5個票站點算的選票數目多於投票人數，多出選票數目超過800張。[gold]立法會選舉[/gold]結束兩星期，但有關選舉的爭議並未止息。FactWire傳真社向不同政黨及市民收集票站數據，從571個票站[gold]收集了其中六分之一共96個票站的資料[/gold]，發現最少[gold]5個票站點算的選票數目多於投票人數[/gold]，[red]多出選票數目超過800張[/red]。[red][b]傳真社就此向選舉事務處查詢，至今未獲任何回覆。[/b][/red]今屆立法會選舉共有571個一般投票站開放予公眾投票，完成投票程序之後，大部份投票站會轉為點票站，即場點票；少數小票站會將選票運到同區大票站一同點算。傳真社從不同政黨及擔任監察點票代理人(監點人)的市民，以及記者親身記錄，收集了其中96個票站在選舉日張貼於票站外、每小時投票人數及累計投票人數的完整紀錄(P15表格)，數目佔全港票站約六分一。根據《2016年立法會換屆選舉工作手冊》，P15表格上的每小時投票人數，等同票站工作人員每小時發出的選票數目。正常情況下，數目亦應該與點票結束後公佈的選票總數相同，即各候選人有效得票，以及各類無效票(包括白票、損壞、重複、錯誤印章等情況)的總和。傳真社比對96個票站的投票人數及選舉事務處早前公佈各票站的有效選票，發現除了[gold]大埔、將軍澳及深井3個票站[/gold]，較早前被監點人發現選票數目多於投票人數，還有另外兩個票站出現相同情況，分別是[gold]荃灣區中華基督教會基慧小學(馬灣)( K1301)及大埔區運頭塘鄰里社區中心(P1101)[/gold]。有關票站都只會點算該票站發出的地方選區選票，不會收集及點算小票站的選票。以各候選人在該票站的有效得票，加上各類無效選票的總數計算，中華基督教會基慧小學(馬灣)選票比投票人數多103票，運頭塘鄰里社區中心則多100票。連同早前發現西貢區尚德社區會堂(Q2401)多257票、大埔區香港教師會李興貴中學(P1001)多278票，以及荃灣區深井天主教小學(K1001)多93票，5個票站多出的選票共有831票。5個票站中，運頭塘鄰里社區中心、中華基督教會基慧小學(馬灣)、尚德社區會堂的P15表格，在選舉結束後投票人數都被人手更改，[red]將原有最後一小時的投票人數及累計人數刪去[/red]，旁邊寫上新數目，3個票站分別增加了100票、100票及300票。根據兩張不同時間拍攝的P15表格，運頭塘鄰里社區中心記錄的總投票人數在[red]當晚凌晨零時是4,808[/red]，但票站監點人在點票結束後、[red]約凌晨4時發現，數目被更改為4,908[/red]，數字與選舉事務處公佈的4,849票有效票，加上票站主任現場公佈59票無效票總和相符。中華基督教會基慧小學(馬灣)的[red]表格人數由4,379被更改為4,479[/red]，但與有效票和無效票總和4,482票比較下，選票總數比投票人數仍然多了3票。至於投票人數被更改而引起極大爭議的尚德社區會堂，P15表格上的總投票人數由6,001被改為6,301；據了解，6,301的數目來自點算票根。然而，該站實際上點算出的選票只有6,258張(當中6,217票為有效票，41票為無效票)，不符合6,301張票根的數目，換言之有43張有票根、無選票。記者找到在選舉日擔任尚德社區會堂監點人的羅小姐，她表示，P15表格的累計投票人數於凌晨4時23分被改為6,301，當時票站主任解釋，職員填寫統計表頻頻出錯，其後點算票根才得出6,301票。羅小姐稱，看過職員的統計表，表格上有很多塗改，寫得混亂。她亦指出，票站於晚上約11時完成投票正式關閉，其後竟用了兩個多小時轉為點票站，至凌晨1時40分才重開，她說：「總投票人數最終都是錯，如果這數字的準確性並不重要，可以一邊點票一邊覆核，為何不一早開放點票站讓公眾入內監察？」一個選票總數比投票人數多出278票的票站香港教師會李興貴中學，則於凌晨5時許出現混亂。傳真社記者趕至現場，票站主任正以6時前需交還場地予學校為由，宣佈將選票搬往鄰近的大埔社區中心票站(P0101)進行重新點票。多名代理人認為票數有出入，反對移動選票。有在場市民表示，目睹職員將裝有票根及未經使用選票的多個行李箱，拖離點票區現場近半小時，曾向票站主任抗議，但不獲正面回應。點票檯上的選票則一直未有移動。票站主任其後兩次重新點票，結果均與第一次點票結果不一樣。選舉日以來傳真社連日多次向選舉事務處索取票站詳細統計紀錄，包括發出選票紀錄、每小時投票人數統計資料、各票站無效票數目等，以核實發出選票數目與投票人數是否相符。至截稿時間，選舉事務處未有任何回覆。根據《2016年立法會換屆選舉：投票站主任、副投票站主任、助理投票站主任、地區聯絡主任工作手冊》以及《2016年立法會換屆選舉投票助理員及投票站事務員工作手冊》第6部分，詳細說明票站發出地方選區及區議會(第二)功能界別選票的標準程序及記錄要求，當中應有多重核實程序。每個派發選票櫃檯的投票助理員，每逢領取新選票均須簽收、核對選票順序編號；另一名投票助理員負責於每小時的15分，核對該櫃檯的剩餘選票的票根編號及數目；另一名負責統計的投票助理員，則每小時向所有櫃檯收集紀錄，及再檢查各櫃檯剩餘選票數目，以核實該小時的投票人數；上述每個程序各人均需要填寫特定表格作記錄。助理投票站主任(統計)每小時會收集各櫃檯紀錄，整理和計算該小時投票人數，經副票站主任核實，才作記錄並填寫在P15表格上公開。藍色表格為地方選區投票人數，白色表格為區議會(第二)功能界別投票人數。有關上述票站統計數據，傳真社曾向多個建制、非建制政黨及公眾人士收集，最終獲本土民主前線、民主黨、公民黨、工黨、街工及有擔任監點人的市民提供；部份票站數據由傳真社記者親身記錄。[img]https://www.factwire.org/wp-content/gallery/legco-poll-counting-cn-1/FW-PIX-LEGCO-POLL-COUNTING1a.jpg[/img][img]https://www.factwire.org/wp-content/gallery/legco-poll-counting-cn-1/FW-PIX-LEGCO-POLL-COUNTING2a.jpg[/img][img]https://www.factwire.org/wp-content/gallery/legco-poll-counting-cn-1/FW-PIX-LEGCO-POLL-COUNTING4a.jpg[/img]"
1750769,262274,7,2019-11-24 21:44:54,白票黨俾咗半張票建制了，仲有啲成張俾咗建制
1750492,282490,420,2019-11-24 21:44:22,喺不公平嘅選舉之下仲有人叫人投白票表態豬隊友#kill#
1750417,71428,193,2019-11-24 21:42:27,投白票咪撚做選民啦
1750352,1230,405,2019-11-24 21:41:39,我地又唔係要泛民贏今次全世界都當係一場公投你白票只係俾人當on9仔
1750352,330348,403,2019-11-24 21:39:52,反送中 6月到現在一直都係泛民去同政府角力PolyU事件 佢哋都即刻出去幫手救人啦！如果當初夠票 反送中一讀已玩完 洗乜犠牲甘多年輕人為一的權力我地唔去行駛邊個重會覺得我地想要權力投白票/不投票=放棄自己的權力 將來有乜資格講爭取民主，用乜去爭取我地現在只有泛民&建制選擇前者不完美 但係有良知、部分人士做實事，亦有人冇乜作為後者出賣香港人，斷送香港的自由、民主、公義，冇良知，支持惡法&黑警唔通你重唔明要點選？去投票啦大家諗下6千幾人的抗爭啦！
1748797,198829,33,2019-11-24 21:39:32,你哥一票幫緊under 18 ge 人投架投乜野廢票、白票、建制呀呢6個月發生咩事，係咪唔記得呀
1750417,288217,180,2019-11-24 21:36:46,其實本土焦土係咪想建制贏？呢個係現有嘅制度，泛民贏都好過建制贏，壞影響較細。就算你唔投/投白票都唔會改變個現有制度，但你咁做，建制會贏。兩者取其輕，如果泛民贏到，你哋仲有四年慢慢屌9佢再做好啲。
1750717,290944,8,2019-11-24 21:36:10,叫投白票d都係垃圾！！！
1750417,205043,174,2019-11-24 21:35:22,得罪講句，唔投票仲仆街過投白票白票都叫令數據有增長，唔投既人一係自撚私港豬，一係偽中立
1750615,24721,39,2019-11-24 21:35:18,如果得一個建制一個泛民揀都唔應該投白票難得靠今次運動綁死曬泛民點可以俾D資源去番建制算 已經無時間
1750717,62369,5,2019-11-24 21:34:53,無論投泛民定熱血公民都無所謂最緊要唔好投建制唔好投白票
1750734,62369,10,2019-11-24 21:34:29,無論投泛民定熱血公民都無所謂最緊要唔好投建制唔好投白票
1750752,62369,8,2019-11-24 21:33:42,無論投泛民定熱血公民都無所謂最緊要唔好投建制唔好投白票
1750417,34378,167,2019-11-24 21:32:34,去到今時今日都唔投/投白票嘅人一係就智商有問題一係就自尊心作崇覺得自己咁樣做好撚醒以為冇隨波逐流到就係高人#haha#dog
1750417,90692,165,2019-11-24 21:32:09,講咗，唔投同白票一律當藍絲共諜處理。
1750481,264709,191,2019-11-24 21:31:15,十萬條友白票係[b]表態[/b]你一條友白票係[b]浪費[/b][maroon][size=2]拜託合埋眼含一含最多之後五年俾你百屌成材啦俾保皇嬴 屌都唔輪到你呀#upset#dog#upset#dog#upset#dog[/size=2][/maroon]
1750706,231864,9,2019-11-24 21:27:52,佢寧願白票都唔含淚投泛民
1750615,117059,27,2019-11-24 21:27:50,熱血公民主席開live講「黃藍是政見，淨係投黃色」邊撚到杯葛選舉？陳雲叫人投白票係懲罰泛民主派的無能極其量係杯葛販民「霸權式民主」點樣言行不一？熱狗一向都屌販民鳩做難道呢一刻同你講照含啦？咁就言行不一啦唔好講到個選舉得建制同販民杯葛垃圾販民唔等於杯葛埋本土派
1750741,36040,1,2019-11-24 21:26:14,因為唔投票或者投白票都只係幫緊建制派同正苦得到更多嘅民意授權.投本土或者泛民都係抗爭嘅其中一種手段~
1750736,104138,1,2019-11-24 21:24:00,今次好特別，全世界都望住，西方睇唔係最後有幾多席建制幾多席本土幾多席泛民佢地亦神早收到情報香港有種票但重點係非建制既票總數有幾多，呢個先係關鍵位話比西方知民意有幾多如果你因為唔鐘意泛民而投對家/白票，無錯你係推低左泛民但係另一方亦好大機令西方誤解一直以來既抗爭其實唔多民意
1750068,92908,8,2019-11-24 21:21:30,共媒暗共一定吹投白票但有班係真心膠，覺得投白票/焦土投建制好型係潮流
1750724,158973,1,2019-11-24 21:20:59,為左理大手足同選舉，呢排已經分化得好勁今次贏好輸好，支持投白票同大力反對佢地既一定仲會繼續嘈加上如果輸左會出巨大無力感如果贏左大家亦可能會比左啲心機去慶祝，其實唔係咩問題，不過之後亦可能有人會指責大家忘記運動目標，到時又再嘈過好多可能性亂，我覺得好大可能所以純粹希望大家[red]做好心理準備[/red]，捱過呢幾日之後重整軍心，繼續兄弟爬山香港人麻煩記住[red]光復香港 時代革命五大訴求 缺一不可[/red]#adore##adore##adore##adore##adore#
1750417,268856,152,2019-11-24 21:18:10,一場選舉投票本身就有好多考慮因素 唔係話佢係民主派就一定要撐 點解唔可以白票 點解一定要含？ 你覺得區選喺呢場運動好大意義 但有人唔係咁睇 如果你覺得係變相公投但有冇諗過今日有幾多保皇黨種票？ 一直以來民調都有反映咗民意啦
1750654,67356,19,2019-11-24 21:18:05,我都覺得今次少咗廢票撚白票撚杯葛選舉撚主要係凝聚力強咗
1750706,231864,1,2019-11-24 21:15:27,自己諗吓邊個最唔想我哋投票外界係睇數據㗎咋自命清高以為自己好醒點知寧願做政府藍屍幫兇笑撚死人咩 邊個會留意白票呀和理非遊行同勇武示威 cctvb都淨播勇武啦識唔識咩叫重點呀冇民意支持 勇武仲敢咁大聲？其實唔只含淚 含撚都要投非建制你班熱狗最叻割自己友 私怨上腦
1750508,53411,50,2019-11-24 21:14:37,唔駛理班友 政治低B班就算投共玩分化 都未夠班仲叫人投白票 on9
1750286,221265,48,2019-11-24 21:13:52,好悶冇曬白票撚踩場2小時都
1750524,246781,594,2019-11-24 21:12:30,好多風向撚 叫人投白票xx(
1750654,24140,11,2019-11-24 21:12:05,上次比今次多左好多白票/廢票好難黎比既
1750492,30506,336,2019-11-24 21:11:33,其實你應該係指點解仲要參與個體制[sosad]你應該一係三毛 一係就今日冇投到票但呢幾日討論白唔白票已經有結論啦
1748479,52006,912,2019-11-24 21:10:03,大原則點都要反建制派先#no#學佢地一樣玩白票只會好似3年前咁
1747813,101485,285,2019-11-24 21:06:52,屌 d垃圾操流利普通話 乜撚都唔識既新移民都去投 班白票撚就扮識 扮看透世事 收皮啦
1750580,249722,214,2019-11-24 21:05:47,投票啊 咪投白票咪棄票#drum#pig
1750417,199834,128,2019-11-24 21:01:03,投白票同含保皇黨有咩分別？O:-)
1750633,231970,4,2019-11-24 21:00:08,推啊 唔要白票 唔要建制#kill##kill#
1747813,101485,280,2019-11-24 20:59:58,唔係鬼 係on9姐 唔投咪益左建制派 因為今次選舉變相公投 唔投/投白票會被視為唔支持示威者 藍絲不嬲當自己係沉默的大多數 拿 佢地logic唔係岩架 但本身我地示威者六月個陣叫人登記個目的 就係想班廢老自己懷疑人生 知道自己先係少數派 如果今次票數泛民總票數佔少既話 咁我諗今次示威都應該玩完 國際/本地戰線都gg[sosad]
1750417,268856,126,2019-11-24 20:59:35,如果醒左嘅話就唔會咁多人屌人投白票 知唔知咩叫自由意志 你要含唔代表人哋都要xx(xx(
1750658,53577,1,2019-11-24 20:59:15,"就係弱能+鍾意認屎認屁!一有機會就智者上身,多多意見,但一隻豬點都只係一隻豬!話緊投白票、唔想投飯民嘅人!"
1748797,121146,30,2019-11-24 20:58:12,投白票果d  諗下死左幾多人  為既都保障你手上果一票  而我好希望下一個死既  將會係e班投白票既仆街
1750286,22560,46,2019-11-24 20:57:11,唔係我有啲白票廢票撚朋友仲係fb 吹緊風O:-)O:-)O:-)
1750492,27780,289,2019-11-24 20:54:39,正視番，所謂「害死」嘅，究竟係「白票論」定係「不公平選舉（種票/賄票）」？
1750417,84072,115,2019-11-24 20:54:07,笑咗 唔投同白票咪一樣#haha#dog
1747120,15945,630,2019-11-24 20:54:07,非分化，不過好老實含埋今次當做民調。真係好希望泛民同泛民支持者可以反省下。點解可以容許泛民成日棄權缺席，選民唔係投完就算，仲要發揮監察作用責成當選人根據選民意願去工作。明明成日話白票棄權唔投=益對家，點解自己又要咁做...呢一個位係泛民以外既反對派卻步既最大原因。
1710214,30907,532,2019-11-24 20:53:35,係唔公平既體制下 所有中立都係等於支持強權個一方 你個張白票變相就係投左俾建制 我屌你老母臭閪呀 仲話自己係黃  沉醉係自己既幻想世界既on9仔
1750524,221265,453,2019-11-24 20:52:47,有冇發現今日啲白票撚 射落海撚 投建制撚全部收皮？https://lih.kg/1750286- 分享自 LIHKG 討論區
1701694,72730,319,2019-11-24 20:52:46,"係連登支持白票論 #yup#泛民點樣唔緊要, 最緊要建制當選"
1747120,56205,628,2019-11-24 20:49:49,"成班on9冇腦中二病, 舉世皆醉佢獨醒咁叫人白票 xx(xx("
1739444,310883,213,2019-11-24 20:49:42,因為佢算元老級但佢都打唔到幾耐飛機啦2014個陣佢都叫有啲地位 民主黨主席 所以成班後生泛民都被佢拖住行 想進步都進步唔到 冇記錯佢之前許智輋都想割蓆:o):o):o)佢以家咩職位都冇晒 班黨友即刻有進步晒 你見反送中行得幾前#good#我諗以家佢講呢啲野 其他泛民都廢9事理佢:o)所以唔好再拎呢條友代表晒所有泛民 然後屌9泛民 以前佢地可能係多數 以家佢地變晒少數架啦 #hehe#要令泛民進步 唔係要好似熱狗咁話要投白票 懲罰泛民而係要抽呢種垃圾出來屌 #kill##kill##kill#
1747813,319943,274,2019-11-24 20:48:06,"其實大家對投白票嘅人都係叫佢地做鬼或者分化:-(雖然連自己都未有資格去投,但我個人認為投票雖然係責任,但每個人都對投唔投票抱有其他諗法,希望大家唔好成日屌啲唔投嘅人"
1750492,282490,269,2019-11-24 20:47:53,淨係種票+藍尸都差唔多有一百萬啦 真係被白票論害死
1750481,117843,78,2019-11-24 20:46:23,你都識講美國睇住個選舉咁就更加要投票唔係點數據上反映呀唔投/投白票=中立=藍
1750515,261705,5,2019-11-24 20:44:49,[img]https://assets.collaction.hk/project_image/2d31ff55b4e42b2549a6c2a5392ca531.jpg[/img]界票，同埋舊登仔唔明咩叫配票射白票射出禍
1750524,250622,337,2019-11-24 20:44:29,分清邊個係最大敵人未呀熱狗們？唔通送中條例泛民投左支持？保皇投左反對？泛民抗爭冇出過黎？保皇唔撚使懲罰？？最撚好笑係對家當選竟然係白票黨出左唔少力。。真係好撚不智
1750524,250622,333,2019-11-24 20:44:16,分清邊個係最大敵人未呀熱狗們？唔通送中條例泛民投左支持？保皇投左反對？泛民抗爭冇出過黎？保皇唔撚使懲罰？？最撚好笑係對家當選竟然係白票黨出左唔少力。。真係好撚不智
1750481,309841,64,2019-11-24 20:43:29,啱，唔投/白票即係投比建制
1750592,255489,1,2019-11-24 20:43:20,為左香港未來，大家今日記得出來投一票。千祈唔好投白票![img]https://na.cx/i/05yhKJ1.jpg[/img]
1750508,122208,17,2019-11-24 20:43:03,都癡撚線反熱狗例如神駒，今次都話要放下仇恨，叫人照投泛民熱狗相反班賤熱狗，叫人唔好投泛民，唔好投白票，哦咁即係投建制啦
1710214,42330,531,2019-11-24 20:41:09,[img]https://na.cx/i/9crfwm3.jpg[/img]自己要投乜 冇人逼到你但明知連登大把cd rom仲要係度傳揚戇鳩白票論依家係非黑即白嘅存亡之際仲係度話邊個唔代表我嘅意向[size=5]你擺撚咗上黎連登講仲要唔member mode就已經係另類宣傳啦[/size=5]5個月以黎都仲未開竅本身都唔想講乜但如果結果不如預期 真係多得你呢啲白票論嘅唔撚少#bye#
1750492,30762,213,2019-11-24 20:40:38,有堆人寧願投白票助建制攻變相支持警暴殺人浮屍強姦都唔肯投泛民
1750417,127783,87,2019-11-24 20:40:27,百屌成材 票都唔投仲唔抵屌 白票已經衰 你話焦土但票都唔撚投係想點？？
1750508,112748,14,2019-11-24 20:38:57,呢個時候仲要玩私人恩怨，的確係小鳩氣，叫人投白票呢下野，真係激嬲唔少人
1750492,55973,195,2019-11-24 20:37:59,未夠秤無登記白票撚
1750492,48074,181,2019-11-24 20:36:33,有堆人寧願投白票都唔肯含淚投泛民
1750286,177485,39,2019-11-24 20:35:32,D熱狗同白票撚唔見晒 #:)#dog#:)#dog
1750286,103050,31,2019-11-24 20:32:37,啱啱有2-3個白票post，班五毛凌晨又會瘋狂分化
1750417,32352,64,2019-11-24 20:31:07,西灣河中真槍手足都叫你投你做過d咩？仲有資格投白票/唔投？
1750286,221265,28,2019-11-24 20:29:56,我開咗此post 1.5 hr1個白票撚射落海焦土攬炒投建制撚都冇佢哋唔係之前24小時好有原則好堅持一票不投泛民泛民仲衰過建制咩？[red]做乜好似愛字頭式叫完口號癲完 收工咁嘅？[/red]
1750481,36238,34,2019-11-24 20:23:50,白票撚通常都係發現咗原來天下政治一樣黑之後接受唔到嘅人嚟仲周圍話畀人知 原來個個撈政治都係咁仆街 我唔投了[sosad]其實呢個道理你知我知習近平都知[sosad]
1750492,199870,52,2019-11-24 20:19:04,仲有班白票撚xx(
1697123,193237,570,2019-11-24 20:17:47,"投白票都好,唔好後悔就得喇#sowhat#pig"
1750352,113074,326,2019-11-24 20:17:44,所有建議投白票嘅人都係得一個理據就係因為區議會係有錢畀選舉人拎嘅所以咁多人衝出嚟反對泛民拎到錢真係唔知做緊乜撚嘢你唔想你嗰區淨係得泛民主派畀你投咁你咪去出選囉？？點解唔去選啫？？不褸都係六月到今日任何活動大家覺得啱嘅就去做，冇人在乎過係咪有用，就算冇用，都對大家嘅打氣係有用嘅
1750204,222970,326,2019-11-24 20:04:05,白票不如五好投
1750291,21299,476,2019-11-24 20:02:42,各位唔想投或者想投白票嘅，希望你可以為理大手足和之前所有手足諗諗
1750417,136457,28,2019-11-24 19:59:51,投白票Z_Z#ass#唔投票#dislike##fire#投建制xx(#fuck#投本土#yup#[bouncy]投泛民O:-)#cn#投熱狗[banghead]#ng#
1750417,103050,26,2019-11-24 19:57:52,白票撚可以屌投票撚，投票撚就唔可以屌白票撚？呢d根本係賤種熱狗邏輯同埋白票撚唔係五毛就係on9，點解唔屌得？有d on9唔屌唔會醒
1750276,86509,134,2019-11-24 19:56:24,仲有班撚屌投白票xx(xx(xx(
