thread_id,user_id,msg_id,time,date,msg,opinion
1747813,319943,274,2019-11-24 20:48:06,2019-11-24,"其實大家對投白票嘅人都係叫佢地做鬼或者分化:-(雖然連自己都未有資格去投,但我個人認為投票雖然係責任,但每個人都對投唔投票抱有其他諗法,希望大家唔好成日屌啲唔投嘅人",1
1750592,255489,1,2019-11-24 20:43:20,2019-11-24,為左香港未來，大家今日記得出來投一票。千祈唔好投白票![img]https://na.cx/i/05yhKJ1.jpg[/img],2
1750492,48074,181,2019-11-24 20:36:33,2019-11-24,有堆人寧願投白票都唔肯含淚投泛民,0
1750481,36238,34,2019-11-24 20:23:50,2019-11-24,白票撚通常都係發現咗原來天下政治一樣黑之後接受唔到嘅人嚟仲周圍話畀人知 原來個個撈政治都係咁仆街 我唔投了[sosad]其實呢個道理你知我知習近平都知[sosad],0
1750352,113074,326,2019-11-24 20:17:44,2019-11-24,所有建議投白票嘅人都係得一個理據就係因為區議會係有錢畀選舉人拎嘅所以咁多人衝出嚟反對泛民拎到錢真係唔知做緊乜撚嘢你唔想你嗰區淨係得泛民主派畀你投咁你咪去出選囉？？點解唔去選啫？？不褸都係六月到今日任何活動大家覺得啱嘅就去做，冇人在乎過係咪有用，就算冇用，都對大家嘅打氣係有用嘅,0
1750452,254813,1,2019-11-24 19:51:00,2019-11-24,佢投邊個都有問題。除非投白票，咁咪做壞榜樣？？,0
1750291,288699,254,2019-11-24 19:19:50,2019-11-24,[b][size=6]落街投票唔投白票唔益建制[/size=6][/b],2
1750291,37413,140,2019-11-24 18:58:12,2019-11-24,仲話射落海投對家投白票嗰啲一律當五毛看待,2
1750204,288699,187,2019-11-24 18:55:37,2019-11-24,我都好想係咁但係大家都要做好自己本份先一定去投 唔投白票 唔益建制,2
1750204,20231,59,2019-11-24 18:32:54,2019-11-24,勸你唔好咁樂觀，人地支持嘅就會投我地呢邊好多豬隊友同on9會叫投白票同投民建聯架#no#dog,2
1750192,282587,6,2019-11-24 17:58:11,2019-11-24,叫投白票嘅一定係仆街黎,2
1750068,301820,6,2019-11-24 17:15:57,2019-11-24,"投白票，同話投咩都沒所謂既人（即係可以投建制）都仲未明而家係香港民主保衛戰，影響係下幾代人，就算區選有用定沒用，甚至當中有幾唔公平，更何況戰爭中只講立場，不分對錯，對家一早就懂，保黑警，保林奠，保三司，保何妖，只問有幾左？連最沒用既垃圾的士佬，淨係識開車撞人，佢地都唔割[size=1]o[/size=1]跟住我地話區選反正都沒用，泛民黑暗成日on9,戰區讓給建制啦:o)仆你個街，咩戰區都有防守，就算唔夠人打，都要上戰場，邊有可能話放棄，話戰區沒用沒條件比人佔領，就算輸硬都唔可以比對家贏得咁易[size=1]o[/size=1]一係焦土，一係增加對家攻略成本[size=1]o[/size=1]要比對家知道，出賣香港人沒好下場[size=1]o[/size=1]我強調我係中立既，燒撚左香港都唔比共匪[size=1]o[/size=1]",2
1749919,76728,125,2019-11-24 16:26:43,2019-11-24,喺動盪咗5個月之後有個全港性嘅投票，任何一個數據都好有解讀嘅意義。投票人數投票率黃藍議席分布黃藍候選人得票數問題票白票無論如何今次都已經係破紀錄嘅一次區選。而國際輿論會參考呢個結果選擇最有利佢哋嘅策略，甚至係評論香港人值唔值得佢哋幫。,0
1710214,131731,506,2019-11-24 16:13:29,2019-11-24,嘩屌你真係弱撚智之前睇你講啲野都有所懷疑但你投白票仲要大大聲講嘅就肯撚定係5毛blocked.,2
1710214,131731,505,2019-11-24 16:12:29,2019-11-24,嘩屌你真係弱撚智之前睇你講啲野都有所懷疑但你投白票仲要大大聲講嘅就肯撚定係5毛blocked.,2
1749827,51963,5,2019-11-24 14:53:25,2019-11-24,投白票有機會係點票時被人改投建制自己諗諗啦,0
1744057,170596,687,2019-11-24 13:08:44,2019-11-24,我理鳩得你，總之今日叫人投白票，投對家，唔投泛民，一律都係鬼唔撚鍾意就躝啦屌你老母,2
1749640,336872,1,2019-11-24 12:49:59,2019-11-24,load 好耐，每次refresh要驗證。而同時成個時事台都係報導選舉最新狀況，白票廢票文唔見哂。自己諗。利申票已投。,0
1749000,4739,346,2019-11-24 12:27:04,2019-11-24,因為白票今年有得投，佢哋個D區投票率高未可以拉高總投票率以往選區分分鐘低左,0
1746789,284080,279,2019-11-24 11:57:33,2019-11-24,[img]https://na.cx/i/XOE1o10.jpg[/img]投mud 撚嘢白票，死熱狗！,2
1748588,228437,65,2019-11-24 11:42:59,2019-11-24,無追開熱狗佢地叫人投白票咩？?_?,0
1749296,57480,163,2019-11-24 11:41:15,2019-11-24,未必係連登仔，澳洲特工咪爆左有一大 team 網軍帶風向仲有本土派（叫人白票）拉建制吹晒雞，叫自已人十一點前投連登就大量帶風向要攪到排長龍只會令到少左人投到票，建制得益甚至取消果區，唔好做豬隊友好多人要返工，得廢老先可以24小時得閒,0
1749184,259902,283,2019-11-24 11:24:55,2019-11-24,風向撚黎。呢個年紀只有蠢先會投白票。,2
1748646,76728,107,2019-11-24 10:30:11,2019-11-24,國師好撚高章，先係帶出投白票係0懲罰，再屌到泛民開花（但其實好多嘢都無乜關係），再叫人投民賤聯。投民賤聯?_?經過呢5個月，有人性嘅都投唔撚落啦xx(最後發覺無得選擇嘅話泛民都要投，曲到圓。,0
1748987,141151,12,2019-11-24 10:11:39,2019-11-24,[b][size=6][red]#drum#pig#drum#pig#drum#pig香港人智破白票党[/red][/size=6][/b],0
1749078,132283,85,2019-11-24 10:08:53,2019-11-24,但係投白票呢[banghead],0
1749130,133412,1,2019-11-24 10:07:34,2019-11-24,之前鳩叫無民主無自由，五個幾月運動到依家，第一個選舉，投白票？射落海？投建制？前線文宣和理非國際線，被捕爆頭爆眼斬手斬腳槍擊嘅人會點諗，流產雞姦強姦浮屍跳樓死亡嘅人會點睇？投，落街投呀#argue#pig#argue#pig#argue#pig#argue#pig,0
1748885,31699,22,2019-11-24 09:44:03,2019-11-24,今次區選目的係vote建制派out投白票係同香港民主攬炒,2
1749067,18577,1,2019-11-24 09:42:19,2019-11-24,我唔見18年後嘅香港重有無得投票所以就算就黎生點都要出黎投票等你唔洗等18年依家係個肚入面已經可以有機會感受下香港僅餘嘅自由大家記住應承自己投票唔係要泛民贏我哋係要保皇班垃圾輸到仆街唔想聽日報紙頭條係依個唔該大家唔好射落海/白票/甚至唔投多你一票真係好多[img]https://na.cx/i/c091ogG.jpg[/img][member][img]https://na.cx/i/72k0DQf.jpg[/img][img]https://na.cx/i/k72Y9W3.jpg[/img][/member],2
1748851,92299,19,2019-11-24 09:07:23,2019-11-24,邊個投白票同棄票嘅，我一定同佢割席#fuck#,2
1744571,333,911,2019-11-24 09:04:27,2019-11-24,白票撚xx(,2
1748851,92299,16,2019-11-24 09:02:50,2019-11-24,推上去比班信左白票/棄票撚嘅人睇,0
1748447,266741,23,2019-11-24 08:48:37,2019-11-24,仲白票咁撚戇鳩，俾中聯辦打手迷惑了？,2
1748922,76612,1,2019-11-24 08:46:35,2019-11-24,【#BigData 區選連登大數據核彈】清算甚麼的，等贏了再說。別投廢票，你我有責。《泛民區選大勝，或將成和理非強心針》／ TaDay @ GLOs區選近了，泛民應當悔改？11月24日的黎明來到，相信不少人心中已決定好投票意向，由於政府和建制派造成極大民怨，這次選舉因此看來，會以泛民略勝、甚至大勝告終，但當中其實仍存在甚多未知之數。黃絲理論上大多數人票投泛民，但是，對多年以來泛民「出賣港人」的行徑極之不滿，因而提倡以投白票或投建制的方式「懲罰泛民」的黃絲，其實亦有不少。假如大家仍猶不決，苦惱應否投白票以示選舉制度不公，甚至早已決意票投建制、「射落海都唔益泛民」的話，希望讀者先看看數據，繼而再三思而後行。數據重點1：理大一役後抗爭者士氣回落，泛民在區選中大勝將可能扭轉頹勢理大攻防戰後，抗爭者士氣受一定打擊，雖然 momentum 整體而言仍然十分高漲，但從上圖便可以明顯看出，自11月15日起，抗爭者民情便開始有冷卻趨勢，即使《香港人權與民主法案》分別於11月19日和11月20 於美國參、眾兩議通過，仍然無法鼓起抗爭者鬥志，士氣仍然持續下跌至今。換言之，現在出現了運動至今第 4 次民情冷卻的機會。如果今後沒有再發生任何大型行動或突發事件、或是政府或警方未有作出激發民憤的行為，根擄數據可以預測，社會運動最快會在 12 月中得到一定程度的平息。如果抗爭者能在近日組織大規模遊行和集會，相信都可以有效「止血」，令抗爭者士氣回復平穩、甚至回升，而泛民在區選大勝的話，相信會是一枝非常有效的強心針。數據重點2：投廢票及建制成連登風向自理大一役後，連登出現大量「互屌」、「馬後砲」討論，先不論是否有意分化，亦無疑是影響士氣的因素之一。雖然連登現時和理大有關的討論已明顯減少，但從上圖可以看出，網軍的分化工作已轉移至區選的討論之上。令人驚訝的是，從「連登投票討論」一圖可以看到，在連登討論區上對於投廢票或投建制的討論非常多，大部份時間，投建制的討論持續與投泛民的討論相若，而對投廢票的討論，更有不少時間遠高於投泛民的討論。而從較詳細的「平均每小時留言量」看來，連登每小時平均有超過212個留言討論「投廢票或白票」，而「投建制」的討論則有超過175個，兩者都比「投泛民或本土」的152個討論還要多。以其數量之多，就算撇除真心打算投廢票及建制的黃絲網民，也明顯可以看出是對方陣營正不斷透過大量網軍在連登製造投廢票及建制的輿論風向。總結：敵人擁護我就反對，敵人反對我就擁護雖然區選結果難以影響早已放棄議會制度幻想的勇武派示威者，但用常識推測便可以知道，對和理非而言，假如泛民區選能夠勝出甚至大勝，將會是一枝能夠重振如今陷入情緒低落狀態的和理非的特效強心針。相反，假如建制在區選中勝利，將可預期整群和理非都會陷入「不知所措」的迷惘狀態，士氣隨時直插谷底；而政府、建制派和警方則會氣焰大增，並可以大條道理聲稱選舉結果反映「示威者暴力令民意逆轉」。同時，各國亦會將選舉結果解讀為香港政府已有能力「化解亂局」，國際戰線亦可宣告終結。敵人擁護我就反對，敵人反對我就擁護，大家未必想泛民贏，但一定想建制輸。筆者明白想清算泛民的人的心情，但清算甚麼的，還是等真正光復了之後，再算吧。作者：TaDay 公司為 GLOs 子公司，主要負責研究大數據及應用業務。我們基於大數據去嘗試掌握時勢及分析世界大趨勢，並且希望能夠加強大家對於大數據的理解，將這項新技術更應用於日常當中。https://www.facebook.com/223783954322429/posts/2855697504464381?d=n&sfns=mo,0
1748784,82530,91,2019-11-24 08:37:58,2019-11-24,唔理三七二十一唔投白票 投左先講#drum#pig#drum#pig,2
1748890,4574,3,2019-11-24 08:36:08,2019-11-24,總之一定唔可以畀保皇黨贏唔好再講含淚投泛民/投白票,2
1748832,210165,151,2019-11-24 08:33:22,2019-11-24,投白票咩心態無聊去參與下?[sosad][sosad],0
1748832,221265,138,2019-11-24 08:31:38,2019-11-24,我最憎白票仆你！,2
1748832,231970,90,2019-11-24 08:27:32,2019-11-24,唔好投白票啊 唔要建制贏#kill##kill##kill#,2
1748859,74041,1,2019-11-24 08:24:41,2019-11-24,本身以為呢個page係同路人[img]https://na.cx/i/QOM7imZ.jpg[/img]點知竟然一連出三個post帶風向叫人投建制/白票，總之唔好投泛民:)[img]https://na.cx/i/hFSqPue.jpg[/img][img]https://na.cx/i/gYWZTVV.jpg[/img] 佢個理據就係人權法會收建制皮xx(xx(我留言相反意見就比佢block左O:-)唔好玩啦今次區選輸咗 對家一定大做文章陣間話民意轉向 各位手足半年嘅努力就會白白浪費麻煩幫手report 風向L最後請大家有本土投本土 冇就投泛民唔係要泛民贏 係要建制輸！光復香港 時代革命,0
1748820,270527,1,2019-11-24 07:49:29,2019-11-24,大部分都係廢老！！！唉 對自己區真係冇乜信心但係唔投白票唔投建制！,2
1748525,274772,233,2019-11-24 07:06:43,2019-11-24,推 一定不投白票 更要[size=6]投[re[/red][/size=6],2
1748525,274772,233,2019-11-24 07:06:43,2019-11-24,推 一定不投白票 更要[size=6]投[re[/red][/size=6],2
1746998,182195,4,2019-11-24 07:04:34,2019-11-24,白票，不了#pointing#pig我要建制仆街#:-[#pig#:-[#pig#:-[#pig,2
1748766,7074,1,2019-11-24 07:01:39,2019-11-24,起身投完飯民再去酒樓屌建制一票不投保皇#hoho#其實講真真係2個都屎..總好過保皇 唔好投白票,2
1748728,65605,1,2019-11-24 05:05:18,2019-11-24,1.聽日一定會有大量防暴狗係票站巡切忌屌佢地 唔好有任何爭拗2.盡量唔好着黑衫 帶口罩用最街坊平民look 比世界睇我地既民意3.投票唔好寫多其他野上去會當廢票4.記得吹乾個印仔5.唔好投白票，唔好聽熱狗鳩up投建制6.光復香港，時代革命,2
1748453,317150,647,2019-11-24 04:17:44,2019-11-24,連登仔係運動成撚日屌人中立，投白票咪即係中立囉!!記住一係黃一係藍，係沒中立架!!有班撚樣話寧願投民建聯都唔撚投泛民，都痴撚線架。投過深藍都唔投淺黃？個腦壞撚左？最後屌撚哂你班叫人投白票/民建聯既分化五毛撚,2
1748670,318091,16,2019-11-24 04:15:34,2019-11-24,白票=投建制,0
1748692,271365,1,2019-11-24 04:15:13,2019-11-24,（以下全屬主觀分析，數據僅供參考）睇完傳媒人李鴻彥篇大數據推算今屆區議會投票率會有成六成後覺得呢個大數據推算究竟有幾可靠忽發「奇想」，想睇返上屆區議會選舉嘅數據會唔會有多啲啟示先睇返今屆選舉嘅選民年齡劃分（明報 26/9/19 http://tiny.cc/xhkqgz ）[img]https://na.cx/i/byAoyiY.png[/img]無錯，選民人數，35歲以下，確實比60歲以上少咗四成但唔代表後生嘅票一定輸比老人家根據上一屆區議會選舉嘅投票結果18-35歲 投票選民 係 269072 佔總投票率嘅 18.35%35-60歲                 係 711709                       48.53%60歲＋                   係 485739                       33.12%即係話，後生仔過往投票意欲相當低但係今屆情況應該會唔一樣尤其係大家經歷咗近半年嘅抗爭洗禮好相信後生仔今日都會踴躍投票如果今日嘅選舉，35歲以下嘅後生選民都踴躍投票呢個年齡群組嘅投票率又可以開雙嘅話咁投票人數就會有成35萬如果投票情況拍住好似35-60歲嘅群組咁有一半人投票咁呢組嘅投票人數就可能將近50萬如果去到六成，就將近60萬票60歲以上嘅投票情況會點？個人估計，呢一組其實絕大多數係建制陣營嘅鐵票但由於60+年事已高西環要動員嘅話一定會係由街坊會、老人院呢啲可以一次過數得多頭嘅地方而且估計唔會响太夜出現主觀估計呢個群組投票率最多會比往年最多多10% 即係估計大約都係有萬票左右你會問「最後生，同最老嘅投票數相近，咪即係打和？」咁又未必因為後生嘅一組估計投票意向係傾向泛黃（如果白票黨只係少數人）而老嘅一組，就未必真係建制壓倒性攞晒（有好多銀髮族係企响泛黃一邊㗎）如果呢個分析無太大落差咁就算後生同最老兩組投票人數相若咁泛黃嘅得票數應該會壓倒建制（又係果句，如果白票黨只係極少數）如果後生一輩今早真係啲帶埋自己老人家去投票唔俾建制有機可乘若干程度上可以挖一下建制嘅鐵票（其實個人相信，呢一組就算西環點動員，投票人數都唔會爆多好多）咁35-60歲嘅組別又點根據政府嘅數字，上一屆51-60歲投票人數係大約36萬41-50歲大約係25萬左右31-40歲就大約得17萬幾呢一組嘅關鍵係越後生嘅，相信都係越傾向積極出來投票（由近期和你lunch嘅反應來睇，30幾40歲以下嘅香港人，唔少都係撐抗爭嘅）即係話如果40歲以下嘅選民keep 住有五成投票嘅話31-40歲一組推算大概最少有35萬票41-50歲大約係 57萬票51-60歲大約有 80萬票就咁睇推算嘅數字似乎40 歲以上建制票仍然會佔多數所以要贏今屆區選真係要睇後生仔同首投族嘅表現後話假設大數據推算係準確投票率有成六成咁高但係大家記住唔代表每個年齡組別嘅投票情況係一樣㗎可以係40歲以下嘅投票率爆表而50歲以上嘅投票率只有個位數增幅咁全部拉勻都係有大約60%投票率所以唔洗因為50歲以上選民人數多就覺得無得鬥、會輸硬嘅心態再講一次，上面嘅推算只係用主觀睇時局嘅非統計學角度諗嘅大家記得去投票去投票，即係場仗仲有得打，仲有機會贏唔投票，或者投白票，等如舉白旗投降，輸硬,2
1748599,21757,306,2019-11-24 04:07:19,2019-11-24,三百多票裡面可以有多個可能性1.冇鄭點都唔投何俊仁2.冇鄭為大局投比何俊仁3.投鄭因為相信會贏4.有些人覺得鬼打鬼，好煩投咗白票，甚至唔去投票（呢個我相信有）記得當畤鄭攻擊何俊仁人真係好勵害到過份，過份到唔係自己選區都印象深刻順便一問鄭呢幾年除咗倒轉國旗，做過啲咩，喺立法局唔係想針對佢今次選舉好重要，唔希望好似上一屆噉，再有投白票丶投建制論,2
1748646,138064,32,2019-11-24 03:42:18,2019-11-24,我真係好後悔上次投咗白票呀:~(,2
1748670,221265,7,2019-11-24 03:35:59,2019-11-24,睇到佢氣若游絲都勇敢叫大家投票（佢有案在身）白票撚真係冇人性,2
1748599,62630,155,2019-11-24 03:11:57,2019-11-24,"如果而家梁天琦出返黎我諗佢都會叫大家投泛民都唔好投白票和勇不割講左成5個月, 亦都係呢個運動可以持續咁耐既基本因素, 點解偏偏到而家先黎割, 真心唔明:o)",0
1748599,139629,101,2019-11-24 02:54:48,2019-11-24,既然講得白票定係投建制，都係撐開黑警架喇，冇撚得救，完。#heard#pig,2
1748646,201464,1,2019-11-24 02:53:19,2019-11-24,不論聽日投票結果點，相信依家香港人嘅團結係起碼5年冇見過，對上次呢個情況已經係雨革之前雖然連登的確有好多5毛帶風向，但係最終都能重回正軌相反睇下高登：https://forum.hkgolden.com/channel/CA之前起碼有一半post屌泛民/屌人投泛民，依家先叫正常少少熱狗衛星page、皇上、國師不約而同一齊屌泛民/屌人投泛民hk01更係同時出list叫人唔好投泛民素人（第一次見到憎hk01到死嘅高登、熱城同hk01一陣線#adore#）如果唔係有連登有人擋風向，依家仲係行緊焦土，個個投白票/建制所以連登嘅出現可以話救咗香港#good#,2
1748525,230312,110,2019-11-24 02:23:52,2019-11-24,啱 屌你地全部投白票 棄票 投建制既人仆你街 和勇打左五個月去爭取民主 宜家比撚哂機會你將建制狗踢出區議會你竟然熱狗左膠mode我身邊唔知幾多fd打到又被捕又抄牌等清算 失蹤都有個 我本人都抄撚左牌比狗跟緊 真係唔知付出前途為左咩 我連閪都未屌過吖xx(求下你地至少去用你既法定投票權去投比一個非建制泛民候選人吖 唔好話好嬲好嬲開哂po打哂卡咁結果係中立撚間接幫撚左班建制 港共政府我已經唔求泛民贏 只求建制輸 唔係咁都做唔倒下話 香港人[size=5][b][red]11.24 準時投非建制候選人[/red][/b][/size=5][size=5][b][blue]光復香港 時代革命[/blue][/b][/size=5]p.s樓主講得啱 再咁落去勇武全體着草好撚過:-(:-(:-(,2
1748525,261828,104,2019-11-24 02:22:01,2019-11-24,白票仲晒 唔好做D9野綜合多方意見 睇定就投,2
1748525,60205,30,2019-11-24 01:49:03,2019-11-24,呢一刻仲叫人投白票9成9係共諜 仲有1%係仲未搞清咩情況嘅弱智 :),2
1748553,156005,14,2019-11-24 01:47:22,2019-11-24,如其輸左解釋點解投白票不如贏左再表明立場！#:-[#pig,0
1748184,200332,292,2019-11-24 01:16:06,2019-11-24,本土>泛民>白票一票不投賣港建制,1
1748525,137699,3,2019-11-24 01:14:03,2019-11-24,咪撚投白票#kill##kill##kill##kill#,2
1748453,153665,194,2019-11-24 01:08:37,2019-11-24,[img]https://na.cx/i/NgJmkp6.png[/img]陳雲條L樣真係唔X唔得陳雲話投建制係唔好架啦，不過佢唔妥泛民做法，甚至認為泛民係共狗，所以如果無得投本土嘅情況下就應該投建制/白票。佢知唔知佢up乜9？好似講到可以不用抗爭、不需要革命嘅情況下等待支爆。佢話無得揀本土嘅情況下，我地要做嘅就係投建制，催谷支爆。然後美國佬就會黎收拾共產黨一樣，香港人就可以不用犧牲嘅情況下坐享其成。自稱國師嘅時事評論員，陳雲安全嘅流水社運就係留喺屋企入面做個安全嘅冷氣軍師，九up廿四。由6月至今，個所謂國師(自稱)幾時有真正出過黎做實事支持個運動？,2
1748294,44654,245,2019-11-24 01:07:35,2019-11-24,推啦白票係鬼 講完,2
1748453,153,165,2019-11-24 01:04:41,2019-11-24,我一定會珍惜投票權聽日準時730去投白票,1
1748453,151352,126,2019-11-24 01:00:21,2019-11-24,到以家都唔撚明投建制個啲個腦裝乜你話白票我都算投敵人去懲罰返另一個敵人係得既[sosad][sosad]#good#叻,1
1748453,8542,122,2019-11-24 00:59:20,2019-11-24,講到好似投完白票，保皇贏左之後唔會隊鳩你十幾刀咁#@_@#dog#@_@#dog#@_@#dog,0
1747188,31699,76,2019-11-24 00:52:07,2019-11-24,今次區選目的係vote建制派out投白票係同香港民主攬炒,2
1748294,149035,218,2019-11-24 00:46:10,2019-11-24,白票真係on9除非白票多過建制就可能有d noise但實際上都係建制贏,2
1747895,31699,53,2019-11-24 00:45:46,2019-11-24,今次區選目的係vote建制派out投白票係同香港民主攬炒,2
1748294,212168,201,2019-11-24 00:36:22,2019-11-24,投白票=出賣手足,2
1747885,265839,26,2019-11-24 00:27:49,2019-11-24,[url]https://twitter.com/arnohb112/status/1198225293867180033?s=19[/url]全世界睇住香港，唔好衰俾人睇！果班白票撚懲罰撚收皮啦聽日要贏！,2
1747120,276440,611,2019-11-24 00:25:34,2019-11-24,不投白票、廢票，亦不投獻世派#bye#,2
1748294,301949,172,2019-11-24 00:24:56,2019-11-24,想要白姐姐關懷你就投白票我唔要白姐姐,2
1748294,42762,160,2019-11-24 00:20:24,2019-11-24,呢個關頭就咪撚投白票啦,2
1748184,138713,217,2019-11-24 00:19:26,2019-11-24,咪撚投白票呀屌你老母！！,2
1747265,37820,397,2019-11-24 00:10:09,2019-11-24,投白票都係鬼,2
1748417,64103,1,2019-11-24 00:09:37,2019-11-24,"我尊重任何人對於投票嘅取向, 包括投白票/唔投, 但係我會選擇好好監督我嗰張選票, 而唔係放棄我投票嘅權利比咗張票佢, 佢唔撚做嘢嘅, 就屌到佢反艇, 屌都冇用嘅就去裝修佢辦事處點解以前成日話要含淚投票?因為各位選民冇做好監督議員嘅責任, 以為投咗張票就真係乜都唔使理",1
1748294,12446,130,2019-11-24 00:01:40,2019-11-24,投白票同某d 廢老話自己係中立一樣咁撚乞人憎#ng#,2
1748184,147467,175,2019-11-24 00:01:24,2019-11-24,CNN已經話係de facto referendum唔明點解仲有弱智可以諗住投白票射落海都唔益販民xxx,2
1748294,265839,107,2019-11-23 23:53:38,2019-11-23,投白票即係送票比建制,0
1748274,276219,29,2019-11-23 23:52:45,2019-11-23,Agger!一面話唔認同選舉制度 一面就去參選仲要叫人投自己友 冇就白票係佢哋先諗到嘅logic,0
1748297,251265,62,2019-11-23 23:39:36,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1747936,221265,169,2019-11-23 23:38:00,2019-11-23,[member]fb大量分化撚白票柒頭行動中[/member],2
1748345,47834,1,2019-11-23 23:34:09,2019-11-23,外國人淨係識分建制 泛民 淨係睇結果 咪撚on9投白票,2
1748297,251265,53,2019-11-23 23:29:38,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1743989,251265,833,2019-11-23 23:29:28,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1746836,13759,101,2019-11-23 23:29:05,2019-11-23,叫人投白票既風吹得好行，正呀#diu#lm2#diu#lm2#diu#lm2,1
1748155,12181,377,2019-11-23 23:21:52,2019-11-23,真係唔係你講，我未瞓醒:~(問啫 咁惡嘅 我都冇話我會投白票:~(,2
1747184,251265,627,2019-11-23 23:20:58,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1748297,251265,44,2019-11-23 23:20:47,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1743989,251265,827,2019-11-23 23:18:38,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1748297,251265,29,2019-11-23 23:16:48,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1743989,251265,822,2019-11-23 23:16:29,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
1748297,251265,16,2019-11-23 23:13:47,2019-11-23,「分化黨企圖抹黑民主派，擁護建制。呼籲手足投白票一律視為共諜」#drum#pig,2
